event,player,country,position,minutes_played,goals,assists,top_speed,distance,shots,shots_on_target,shots_off_target,shots_blocked
Euro 2024,Mitaj,Albania,Defender,270,0,0,32.1,30.8,1,0,1,0
Euro 2024,Djimsiti,Albania,Defender,270,0,0,30,29.8,2,0,2,0
Euro 2024,Asllani,Albania,Midfielder,270,0,0,29.6,36.1,8,3,2,3
Euro 2024,Arlind Ajeti,Albania,Defender,270,0,0,29.4,28,0,0,0,0
Euro 2024,Strakosha,Albania,Goalkeeper,270,0,0,24.2,15.7,0,0,0,0
Euro 2024,Ramadani,Albania,Midfielder,265,0,0,30.2,37.5,0,0,0,0
Euro 2024,Bajrami,Albania,Midfielder,248,1,0,34.8,29.1,3,1,1,1
Euro 2024,Asani,Albania,Forward,214,0,1,31.4,26.4,4,1,1,2
Euro 2024,Hysaj,Albania,Defender,180,0,0,31.8,20.7,2,0,1,1
Euro 2024,Laci,Albania,Midfielder,165,1,0,31.9,21.8,1,1,0,0
Euro 2024,Manaj,Albania,Forward,156,0,0,31.5,18.4,3,2,0,1
Euro 2024,Broja,Albania,Forward,109,0,0,33.1,12.9,2,2,0,0
Euro 2024,Seferi,Albania,Midfielder,94,0,0,33.6,11.3,1,1,0,0
Euro 2024,Balliu,Albania,Defender,90,0,0,31.6,10.7,0,0,0,0
Euro 2024,Hoxha,Albania,Forward,46,0,0,33.2,7.5,2,1,1,0
Euro 2024,Berisha,Albania,Forward,19,0,0,28.6,3.1,1,0,0,1
Euro 2024,Gjasula,Albania,Midfielder,18,1,0,25.2,2.9,2,1,0,1
Euro 2024,Muci,Albania,Midfielder,11,0,0,28.3,2.9,0,0,0,0
Euro 2024,Daku,Albania,Forward,5,0,0,31.3,1.5,1,0,0,1
Euro 2024,Sabitzer,Austria,Midfielder,360,1,0,33.2,43.9,12,3,2,7
Euro 2024,Posch,Austria,Defender,360,0,1,31.6,44.1,7,3,2,2
Euro 2024,Seiwald,Austria,Midfielder,360,0,0,32.3,45.4,1,1,0,0
Euro 2024,Pentz,Austria,Goalkeeper,360,0,0,27.3,23.6,0,0,0,0
Euro 2024,Baumgartner,Austria,Midfielder,289,1,1,31.5,36.4,8,4,4,0
Euro 2024,Arnautovic,Austria,Forward,280,1,0,32.4,30.9,4,3,0,1
Euro 2024,Laimer,Austria,Midfielder,271,0,0,33.4,33.3,2,0,2,0
Euro 2024,Lienhart,Austria,Defender,216,0,0,32.5,24.7,2,0,1,1
Euro 2024,Danso,Austria,Defender,211,0,0,33.3,24.5,1,0,1,0
Euro 2024,Mwene,Austria,Defender,196,0,1,32.2,22.5,0,0,0,0
Euro 2024,Grillitsch,Austria,Midfielder,192,0,1,30.8,24.9,5,2,1,2
Euro 2024,Wober,Austria,Defender,175,0,0,33.1,21.2,0,0,0,0
Euro 2024,Prass,Austria,Midfielder,164,0,2,32.6,21.5,1,0,1,0
Euro 2024,Schmid,Austria,Midfielder,144,1,0,31.7,18.4,1,1,0,0
Euro 2024,Wimmer,Austria,Midfielder,138,0,0,33.5,16.5,3,2,0,1
Euro 2024,Gregoritsch,Austria,Forward,125,1,0,31.2,15.1,4,2,1,1
Euro 2024,Trauner,Austria,Defender,90,1,0,30.9,10.9,1,1,0,0
Euro 2024,Querfeld,Austria,Defender,28,0,0,26,3.3,0,0,0,0
Euro 2024,Weimann,Austria,Forward,1,0,0,26.8,0.8,0,0,0,0
Euro 2024,De Bruyne,Belgium,Midfielder,360,1,0,32,45.5,10,6,3,1
Euro 2024,Casteels,Belgium,Goalkeeper,360,0,1,26.7,21.9,0,0,0,0
Euro 2024,Onana,Belgium,Midfielder,360,0,0,34.4,43.5,3,1,2,0
Euro 2024,Faes,Belgium,Defender,360,0,0,32.8,39,0,0,0,0
Euro 2024,Lukaku,Belgium,Forward,359,0,1,33.5,34,11,8,1,2
Euro 2024,Castagne,Belgium,Defender,358,0,0,33.3,45.5,0,0,0,0
Euro 2024,Doku,Belgium,Midfielder,323,0,0,34.4,33.6,6,1,1,4
Euro 2024,Vertonghen,Belgium,Defender,270,0,0,30.3,27.3,1,0,1,0
Euro 2024,Theate,Belgium,Defender,257,0,0,32.7,27.3,2,0,1,1
Euro 2024,Carrasco,Belgium,Forward,218,0,0,32.1,27.5,6,1,0,5
Euro 2024,Trossard,Belgium,Midfielder,170,0,0,34.7,21.7,3,1,1,1
Euro 2024,Tielemans,Belgium,Midfielder,150,1,0,31.2,18.9,4,1,1,2
Euro 2024,Mangala,Belgium,Midfielder,130,0,0,29.5,17.1,0,0,0,0
Euro 2024,Debast,Belgium,Defender,103,0,0,27.9,12.2,0,0,0,0
Euro 2024,Openda,Belgium,Forward,70,0,0,34.4,9,0,0,0,0
Euro 2024,Lukebakio,Belgium,Forward,64,0,0,32,8.2,3,1,0,2
Euro 2024,Bakayoko,Belgium,Forward,46,0,0,32.4,6.6,3,0,2,1
Euro 2024,De Ketelaere,Belgium,Forward,2,0,0,29.3,0.7,0,0,0,0
Euro 2024,Sutalo,Croatia,Defender,270,0,0,34.5,30.7,1,0,1,0
Euro 2024,Gvardiol,Croatia,Defender,270,0,0,34.5,30.7,2,0,1,1
Euro 2024,Livakovic,Croatia,Goalkeeper,270,0,0,26.4,14.2,0,0,0,0
Euro 2024,Kramaric,Croatia,Forward,245,1,0,31.4,31.4,4,2,1,1
Euro 2024,Modric,Croatia,Midfielder,235,1,0,31.1,27.3,5,2,1,2
Euro 2024,Brozovic,Croatia,Midfielder,225,0,0,31.3,32.7,2,1,1,0
Euro 2024,Kovacic,Croatia,Midfielder,225,0,0,30.6,27.6,6,3,2,1
Euro 2024,Pongracic,Croatia,Defender,180,0,0,34.6,20.7,0,0,0,0
Euro 2024,Stanisic,Croatia,Defender,180,0,0,33.8,21.5,1,0,0,1
Euro 2024,Majer,Croatia,Midfielder,145,0,0,30.9,21.6,2,0,1,1
Euro 2024,Sucic,Croatia,Midfielder,140,0,0,29,18.6,3,2,0,1
Euro 2024,Perisic,Croatia,Midfielder,138,0,0,32.3,18.1,4,1,1,2
Euro 2024,Budimir,Croatia,Midfielder,122,0,2,30.7,15.8,4,1,3,0
Euro 2024,Pasalic,Croatia,Midfielder,115,0,0,31.7,15.7,3,0,3,0
Euro 2024,Juranovic,Croatia,Defender,91,0,0,32.5,11.7,0,0,0,0
Euro 2024,Petkovic,Croatia,Forward,87,0,0,28.3,9.4,4,1,1,2
Euro 2024,Ivanusec,Croatia,Forward,20,0,0,25.5,3.9,0,0,0,0
Euro 2024,Sosa,Croatia,Defender,6,0,0,32,1.3,0,0,0,0
Euro 2024,Baturina,Croatia,Midfielder,6,0,0,31.1,1.6,1,1,0,0
Euro 2024,Soucek,Czechia,Midfielder,270,1,0,30.3,37.1,2,1,1,0
Euro 2024,Coufal,Czechia,Defender,270,0,1,31.6,35.2,0,0,0,0
Euro 2024,Hranac,Czechia,Defender,270,0,0,33.9,30.5,2,0,1,1
Euro 2024,Krejci,Czechia,Defender,270,0,0,32.4,32.9,4,1,2,1
Euro 2024,Holes,Czechia,Defender,269,0,0,34.7,30.8,1,0,0,1
Euro 2024,Provod,Czechia,Midfielder,235,1,0,34.2,28.6,3,2,0,1
Euro 2024,Stanek,Czechia,Goalkeeper,235,0,0,23.1,15.4,0,0,0,0
Euro 2024,Jurasek,Czechia,Defender,162,0,0,35.1,18.4,4,2,2,0
Euro 2024,Schick,Czechia,Forward,128,1,0,30.4,15.6,7,4,1,2
Euro 2024,Hlozeck,Czechia,Forward,110,0,0,34,13.8,4,4,0,0
Euro 2024,Chytil,Czechia,Forward,107,0,0,30.6,13.1,2,0,2,0
Euro 2024,Kuchta,Czechia,Forward,95,0,0,27.6,13.1,0,0,0,0
Euro 2024,Doudera,Czechia,Defender,90,0,0,33.5,11.3,0,0,0,0
Euro 2024,Lingr,Czechia,Forward,80,0,1,29.4,12.8,5,1,3,1
Euro 2024,Sulc,Czechia,Midfielder,79,0,0,30.8,10.7,1,0,0,1
Euro 2024,Cerny,Czechia,Forward,55,0,0,32.5,7.2,2,1,0,1
Euro 2024,Jurasek,Czechia,Midfielder,44,0,0,31.3,7.1,4,2,1,1
Euro 2024,Barak,Czechia,Midfielder,40,0,0,30,6.5,0,0,0,0
Euro 2024,Chory,Czechia,Forward,36,0,0,32.1,4.9,1,0,0,1
Euro 2024,Kovar,Czechia,Goalkeeper,35,0,0,20.9,2.4,0,0,0,0
Euro 2024,Sevcik,Czechia,Midfielder,20,0,0,28.6,4,1,0,0,1
Euro 2024,Andersen,Denmark,Defender,360,0,0,31.1,39.8,3,0,3,0
Euro 2024,Vestergaard,Denmark,Defender,360,0,0,29.2,36.9,4,2,1,1
Euro 2024,Schmeichel,Denmark,Goalkeeper,360,0,0,27.2,17.1,0,0,0,0
Euro 2024,Hojbjerg,Denmark,Midfielder,353,0,0,32.2,41.2,7,4,1,2
Euro 2024,Christensen,Denmark,Defender,351,0,0,33.7,35.5,4,0,3,1
Euro 2024,Eriksen,Denmark,Midfielder,350,1,0,30.5,44.9,12,2,3,7
Euro 2024,Hojlund,Denmark,Forward,290,0,0,35.5,32.9,6,4,1,1
Euro 2024,Maehle,Denmark,Defender,282,0,0,32.2,37.8,1,0,1,0
Euro 2024,Bah,Denmark,Defender,281,0,0,33.6,35.9,2,0,1,1
Euro 2024,Hjulmand,Denmark,Midfielder,248,1,0,29.9,30.3,5,2,2,1
Euro 2024,Wind,Denmark,Forward,194,0,1,34.3,20.3,5,1,2,2
Euro 2024,V. Kristiansen,Denmark,Defender,157,0,1,34.3,20.3,1,0,0,1
Euro 2024,Skov Olsen,Denmark,Forward,122,0,0,32.9,16.4,1,0,0,1
Euro 2024,Delaney,Denmark,Midfielder,83,0,0,31,11.6,0,0,0,0
Euro 2024,Poulsen,Denmark,Forward,53,0,0,31.6,8.7,0,0,0,0
Euro 2024,Dolberg,Denmark,Forward,38,0,0,29.3,6,0,0,0,0
Euro 2024,Norgaard,Denmark,Midfielder,36,0,0,30.3,6.7,0,0,0,0
Euro 2024,Damsgaard,Denmark,Forward,33,0,0,28.3,4.3,1,1,0,0
Euro 2024,Bruun Larsen,Denmark,Forward,9,0,0,34.7,2.1,0,0,0,0
Euro 2024,Rice,England,Midfielder,690,0,1,32,85.7,9,3,3,3
Euro 2024,Walker,England,Defender,690,0,0,34.8,74.8,0,0,0,0
Euro 2024,Stones,England,Defender,690,0,0,32.3,71.7,1,0,0,1
Euro 2024,Pickford,England,Goalkeeper,690,0,0,30.7,41.6,0,0,0,0
Euro 2024,Bellingham,England,Midfielder,671,2,1,33.5,75.2,6,3,1,2
Euro 2024,Saka,England,Forward,635,1,1,33.5,69.9,8,1,3,4
Euro 2024,Foden,England,Midfielder,622,0,0,33.1,79.5,13,4,5,4
Euro 2024,Kane,England,Forward,605,3,0,32,70.4,18,6,4,8
Euro 2024,Guehi,England,Defender,570,0,1,32.8,61.8,1,0,0,1
Euro 2024,Trippier,England,Defender,453,0,0,31.3,52.9,1,0,1,0
Euro 2024,Mainoo,England,Midfielder,370,0,0,30.5,45.8,5,0,1,4
Euro 2024,Shaw,England,Defender,177,0,0,34.2,20,0,0,0,0
Euro 2024,Palmer,England,Midfielder,144,1,1,31.8,19.7,3,2,1,0
Euro 2024,Alexander-Arnold,England,Defender,134,0,0,32,17.2,4,1,2,1
Euro 2024,Gallagher,England,Midfielder,118,0,0,33.3,16.2,0,0,0,0
Euro 2024,Eze,England,Forward,99,0,0,32,12.7,2,0,2,0
Euro 2024,Konsa,England,Defender,94,0,0,34.2,9.8,0,0,0,0
Euro 2024,Watkins,England,Forward,59,1,0,32.4,8.5,3,2,0,1
Euro 2024,Toney,England,Forward,43,0,1,29.3,5.2,1,0,1,0
Euro 2024,Bowen,England,Forward,35,0,0,29.3,5.2,0,0,0,0
Euro 2024,Gordon,England,Forward,1,0,0,28.5,0.7,0,0,0,0
Euro 2024,T. Hernandez,France,Defender,570,0,0,35.7,62.5,4,2,2,0
Euro 2024,Kounde,France,Defender,570,0,0,34.1,66.6,1,0,0,1
Euro 2024,Upamecano,France,Defender,570,0,0,33,62.5,3,0,3,0
Euro 2024,Saliba,France,Defender,570,0,0,32.8,59.3,2,0,2,0
Euro 2024,Maignan,France,Goalkeeper,570,0,0,32.7,33.5,0,0,0,0
Euro 2024,Kante,France,Midfielder,513,0,0,33.8,63.4,5,2,1,2
Euro 2024,Tchouameni,France,Midfielder,471,0,0,31.3,55.7,13,2,5,6
Euro 2024,Mbappe,France,Forward,464,1,2,36.5,42.7,24,9,9,6
Euro 2024,Griezmann,France,Forward,393,0,0,31.3,45.4,13,4,4,5
Euro 2024,Rabiot,France,Midfielder,374,0,0,31.9,45.7,3,0,3,0
Euro 2024,Dembele,France,Forward,364,0,0,34.5,40.1,8,1,4,3
Euro 2024,Thuram,France,Forward,261,0,0,34,29.9,12,2,9,1
Euro 2024,Kolo Muani,France,Forward,199,1,1,33.9,24.1,3,1,1,1
Euro 2024,Camavinga,France,Midfielder,166,0,0,32.7,21.4,2,0,2,0
Euro 2024,Barcola,France,Forward,104,0,0,33.9,12,2,1,1,0
Euro 2024,Giroud,France,Forward,56,0,0,30.1,8.4,2,0,0,2
Euro 2024,Fofana,France,Midfielder,40,0,0,29.8,6.6,1,0,0,1
Euro 2024,Coman,France,Forward,15,0,0,33,2.3,0,0,0,0
Euro 2024,Kakabadze,Georgia,Defender,360,0,1,32.2,42.9,1,0,0,1
Euro 2024,Kochorashvili,Georgia,Midfielder,360,0,1,29,48.4,5,0,3,2
Euro 2024,Kashia,Georgia,Defender,360,0,0,31.9,38.3,0,0,0,0
Euro 2024,Mamardashvili,Georgia,Goalkeeper,360,0,0,31.5,17.9,0,0,0,0
Euro 2024,Dvali,Georgia,Defender,360,0,0,29,40.2,0,0,0,0
Euro 2024,Mikautadze,Georgia,Forward,346,3,1,33.8,40.1,7,3,2,2
Euro 2024,Kvaratskhelia,Georgia,Forward,343,1,0,32.7,38.1,6,2,4,0
Euro 2024,Chakvetadze,Georgia,Midfielder,246,0,0,34.2,30.1,2,0,1,1
Euro 2024,Tsitaishvili,Georgia,Midfielder,190,0,0,34.5,22.6,3,2,1,0
Euro 2024,Mekvabishvili,Georgia,Midfielder,188,0,0,33,23.9,2,1,1,0
Euro 2024,Kverkvelia,Georgia,Defender,181,0,0,28.8,17.8,0,0,0,0
Euro 2024,Lochoshvili,Georgia,Defender,170,0,0,33.6,20.5,1,0,1,0
Euro 2024,Gvelesiani,Georgia,Defender,162,0,0,31.4,18.5,0,0,0,0
Euro 2024,Kiteishvili,Georgia,Midfielder,131,0,0,30.5,17.4,0,0,0,0
Euro 2024,Davitashvili,Georgia,Midfielder,114,0,0,33.8,15.7,2,0,1,1
Euro 2024,Altunashvili,Georgia,Midfielder,50,0,0,30.9,7.9,0,0,0,0
Euro 2024,Zivzivadze,Georgia,Forward,17,0,0,31,3.2,1,0,0,1
Euro 2024,Kvekveskiri,Georgia,Midfielder,12,0,0,29.8,1.7,0,0,0,0
Euro 2024,Lobjanidze,Georgia,Midfielder,8,0,0,30,2,1,0,1,0
Euro 2024,Kvilitaia,Georgia,Forward,2,0,0,28,1.1,0,0,0,0
Euro 2024,Kimmich,Germany,Midfielder,480,0,2,32.7,61,6,2,1,3
Euro 2024,Rudiger,Germany,Defender,480,0,0,33.4,51.2,4,1,2,1
Euro 2024,Neuer,Germany,Goalkeeper,480,0,0,26.3,29,0,0,0,0
Euro 2024,Kroos,Germany,Midfielder,470,0,0,30.3,57.2,3,0,1,2
Euro 2024,Musiala,Germany,Midfielder,423,3,0,34.7,46.6,10,4,3,3
Euro 2024,Havertz,Germany,Midfielder,391,2,1,33.7,47.3,19,11,6,2
Euro 2024,Gundogan,Germany,Midfielder,385,1,1,31,45.7,7,2,1,4
Euro 2024,Andrich,Germany,Midfielder,321,0,0,31.5,40.4,7,2,3,2
Euro 2024,Tah,Germany,Defender,321,0,0,33.9,36.5,1,0,0,1
Euro 2024,Mittelstadt,Germany,Defender,304,0,1,33.5,36.3,5,0,2,3
Euro 2024,Wirtz,Germany,Midfielder,281,2,0,34.3,38,8,3,3,2
Euro 2024,Sane,Germany,Midfielder,206,0,0,35.8,24,7,3,3,1
Euro 2024,Raum,Germany,Defender,167,0,1,34.5,20.2,1,0,1,0
Euro 2024,Fullkrug,Germany,Forward,162,2,0,32.4,21.8,9,3,5,1
Euro 2024,Schlotterbeck,Germany,Defender,119,0,1,31.6,13.6,2,1,1,0
Euro 2024,Can,Germany,Defender,99,1,0,32.1,13.2,1,1,0,0
Euro 2024,Muller,Germany,Forward,56,0,1,31.3,8.6,1,0,1,0
Euro 2024,Gross,Germany,Midfielder,45,0,0,24.8,5.9,1,0,0,1
Euro 2024,Anton,Germany,Defender,32,0,0,28,4.8,0,0,0,0
Euro 2024,Beier,Germany,Forward,25,0,0,33.9,3.6,0,0,0,0
Euro 2024,Fuhrich,Germany,Midfielder,18,0,0,30.1,2.5,1,0,1,0
Euro 2024,Henrichs,Germany,Defender,9,0,0,33.3,1.9,1,0,1,0
Euro 2024,Undav,Germany,Forward,6,0,0,29,1.3,0,0,0,0
Euro 2024,Szoboszlai,Hungray,Midfielder,270,0,1,34.5,30.8,5,2,1,2
Euro 2024,Schafer,Hungray,Midfielder,270,0,0,32.6,35.9,2,1,1,0
Euro 2024,Orban,Hungray,Defender,270,0,0,30.4,30.6,3,1,1,1
Euro 2024,Gulacsi,Hungray,Goalkeeper,270,0,0,24.4,16.1,0,0,0,0
Euro 2024,Sallai,Hungray,Forward,267,0,1,32.7,31.7,8,2,3,3
Euro 2024,B. Varga,Hungray,Forward,251,1,0,32.6,27.9,4,2,2,0
Euro 2024,Kerkez,Hungray,Defender,240,0,0,31.6,25.7,0,0,0,0
Euro 2024,Bolla,Hungray,Defender,206,0,0,34,23.1,3,1,1,1
Euro 2024,Fiola,Hungray,Defender,180,0,0,32.2,20.4,0,0,0,0
Euro 2024,M. Dardai,Hungray,Defender,175,0,0,31.2,19.4,1,0,1,0
Euro 2024,A. Nagy,Hungray,Midfielder,160,0,0,32.3,20.6,1,0,1,0
Euro 2024,A. Szalai,Hungray,Defender,95,0,0,32.1,11.8,1,0,1,0
Euro 2024,Botka,Hungray,Defender,90,0,0,30,10.4,0,0,0,0
Euro 2024,Styles,Hungray,Midfielder,61,0,0,29.5,7.6,0,0,0,0
Euro 2024,Kleinheisler,Hungray,Midfielder,29,0,0,32.6,6.8,0,0,0,0
Euro 2024,Lang,Hungray,Defender,45,0,0,28.6,5.1,0,0,0,0
Euro 2024,Adam,Hungray,Forward,42,0,0,30.1,7.1,0,0,0,0
Euro 2024,Zs. Nagy,Hungray,Midfielder,19,0,0,32.9,4.4,0,0,0,0
Euro 2024,Csoboth,Hungray,Forward,7,1,0,33.7,2.9,2,1,1,0
Euro 2024,Gazdag,Hungray,Midfielder,3,0,0,25.3,1,0,0,0,0
Euro 2024,Bastoni,Italy,Defender,360,1,0,31.4,39.9,3,2,1,0
Euro 2024,Di Lorenzo,Italy,Defender,360,0,0,31.9,43.8,2,0,0,2
Euro 2024,Donnarumma,Italy,Goalkeeper,360,0,0,26.1,18.2,0,0,0,0
Euro 2024,Barella,Italy,Midfielder,333,1,0,32.1,45,1,1,0,0
Euro 2024,Calafiori,Italy,Defender,270,0,1,32.5,34.8,3,0,1,2
Euro 2024,Chiesa,Italy,Midfielder,264,0,0,34.4,28.7,8,0,4,4
Euro 2024,Scamacca,Italy,Forward,252,0,0,33.2,28.3,6,1,3,2
Euro 2024,Dimarco,Italy,Defender,230,0,0,32.9,26,1,1,0,0
Euro 2024,Pellegrini,Italy,Midfielder,220,0,1,31.3,27.6,7,1,6,0
Euro 2024,Jorginho,Italy,Midfielder,216,0,0,27.6,28.8,0,0,0,0
Euro 2024,Frattesi,Italy,Midfielder,184,0,0,31.5,25.5,2,1,0,1
Euro 2024,Darmian,Italy,Defender,162,0,0,29.3,18.8,1,0,0,1
Euro 2024,Retegui,Italy,Forward,150,0,0,33.1,19.8,4,1,0,3
Euro 2024,Cristante,Italy,Midfielder,132,0,0,28.9,18.5,2,1,0,1
Euro 2024,Fagioli,Italy,Midfielder,95,0,0,28.2,12.9,1,0,1,0
Euro 2024,Mancini,Italy,Defender,90,0,0,28.9,9.8,0,0,0,0
Euro 2024,Raspadori,Italy,Forward,84,0,0,32.4,11.9,1,0,0,1
Euro 2024,Zaccagni,Italy,Forward,81,1,0,32.9,10.8,1,1,0,0
Euro 2024,Cambiaso,Italy,Defender,74,0,0,31,10.6,0,0,0,0
Euro 2024,El Shaarawy,Italy,Forward,45,0,0,33,5.3,0,0,0,0
Euro 2024,Folorundho,Italy,Midfielder,1,0,0,29.9,0.6,0,0,0,0
Euro 2024,De Vrij,Netherlands,Defender,540,1,0,32.7,56.2,4,1,2,1
Euro 2024,Van Dijk,Netherlands,Defender,540,0,0,32.3,53.9,4,1,1,2
Euro 2024,Verbruggen,Netherlands,Goalkeeper,540,0,0,25.4,31.4,0,0,0,0
Euro 2024,Gakpo,Netherlands,Forward,525,3,1,32.8,55.7,12,8,3,1
Euro 2024,Schouten,Netherlands,Midfielder,502,0,0,31.2,59.2,1,0,0,1
Euro 2024,Reijnders,Netherlands,Midfielder,498,0,0,33.1,60.3,10,0,5,5
Euro 2024,Ake,Netherlands,Defender,474,0,2,31.7,49.4,2,0,2,0
Euro 2024,Depay,Netherlands,Forward,461,1,1,32,52.2,18,3,9,6
Euro 2024,Simons,Netherlands,Midfielder,456,1,2,34.2,54.6,10,4,5,1
Euro 2024,Dumfries,Netherlands,Defender,449,0,1,33.5,52.2,4,0,4,0
Euro 2024,Veerman,Netherlands,Midfielder,207,0,0,30.8,29.6,2,0,1,1
Euro 2024,Malen,Netherlands,Forward,190,2,0,33.7,20.4,6,2,3,1
Euro 2024,Weghorst,Netherlands,Forward,134,1,1,32.2,19.8,4,2,1,1
Euro 2024,Geertruida,Netherlands,Defender,107,0,0,28.6,12.1,0,0,0,0
Euro 2024,Bergwijn,Netherlands,Forward,90,0,0,31.7,10.7,1,0,1,0
Euro 2024,Frimpong,Netherlands,Defender,85,0,0,35.2,11.2,2,1,0,1
Euro 2024,Wijnaldum,Netherlands,Midfielder,70,0,0,29.2,9.7,0,0,0,0
Euro 2024,Van de Ven,Netherlands,Defender,66,0,0,35.6,9.3,0,0,0,0
Euro 2024,Zirkzee,Netherlands,Forward,4,0,0,25.3,1.6,0,0,0,0
Euro 2024,Blind,Netherlands,Defender,1,0,0,25.3,0.3,0,0,0,0
Euro 2024,Brobbey,Netherlands,Forward,1,0,0,23.6,0.3,0,0,0,0
Euro 2024,Kiwior,Poland,Defender,270,0,0,32.2,30.7,2,2,0,0
Euro 2024,Frankowski,Poland,Defender,270,0,0,32,31.9,0,0,0,0
Euro 2024,Bednarek,Poland,Defender,270,0,0,31.8,29.5,1,0,0,1
Euro 2024,Zielinski,Poland,Midfielder,255,0,1,33.1,22.7,8,3,1,4
Euro 2024,Zalewski,Poland,Midfielder,248,0,0,33.1,27.9,2,1,1,0
Euro 2024,Moder,Poland,Midfielder,180,0,0,31.8,22.7,3,1,2,0
Euro 2024,Dawidowicz,Poland,Midfielder,180,0,0,28.9,19.5,1,0,1,0
Euro 2024,Szczesny,Poland,Goalkeeper,180,0,0,26.1,8.7,0,0,0,0
Euro 2024,Buksa,Poland,Forward,150,1,0,30.9,19,3,1,0,2
Euro 2024,Urbanski,Poland,Midfielder,148,0,0,31.2,21.1,2,1,0,1
Euro 2024,Lewandowski,Poland,Forward,120,1,0,30.5,14.2,5,1,4,0
Euro 2024,S. Szymanski,Poland,Midfielder,113,0,0,31.8,13.8,1,0,0,1
Euro 2024,Slisz,Poland,Midfielder,110,0,0,30.9,14.5,0,0,0,0
Euro 2024,Skorupski,Poland,Goalkeeper,90,0,0,23.7,4.6,0,0,0,0
Euro 2024,Swiderski,Poland,Forward,87,0,0,31.6,11.6,2,2,0,0
Euro 2024,Salamon,Poland,Defender,86,0,0,32.6,8.5,1,0,1,0
Euro 2024,K. Piatek,Poland,Forward,60,1,0,33,7.3,2,1,1,0
Euro 2024,Piotrowski,Poland,Midfielder,57,0,0,30.4,8.1,2,0,1,1
Euro 2024,Romanczuk,Poland,Midfielder,55,0,0,30.5,7.6,0,0,0,0
Euro 2024,Skoras,Poland,Forward,22,0,0,29.4,2.3,0,0,0,0
Euro 2024,Grosicki,Poland,Midfielder,15,0,0,29.4,2.3,1,0,1,0
Euro 2024,Bereszynski,Poland,Defender,4,0,0,33.3,1.2,0,0,0,0
Euro 2024,Diogo Costa,Portugal,Goalkeeper,510,0,0,26.8,27.7,0,0,0,0
Euro 2024,Ronaldo,Portugal,Forward,486,0,1,32.7,49.6,23,9,8,6
Euro 2024,Bernardo Silva,Portugal,Midfielder,420,1,0,31.4,55.6,7,2,2,3
Euro 2024,Ruben Dias,Portugal,Defender,420,0,0,31.5,50.8,2,0,1,1
Euro 2024,Nuno Mendes,Portugal,Defender,419,0,1,35.3,42.7,3,2,1,0
Euro 2024,Pepe,Portugal,Defender,410,0,0,32.2,45,1,0,0,1
Euro 2024,Fernandes,Portugal,Midfielder,374,1,0,31.1,47.5,10,2,3,5
Euro 2024,Vitinha,Portugal,Midfielder,361,0,0,32.9,45.7,8,3,0,5
Euro 2024,Joao Cancelo,Portugal,Defender,348,0,0,34.4,41.5,2,0,1,1
Euro 2024,Joao Palhinha,Portugal,Midfielder,299,0,0,33.1,36.2,5,2,3,0
Euro 2024,Rafael Leao,Portugal,Forward,289,0,0,35.4,28.8,3,0,1,2
Euro 2024,Francisco Conceicao,Portugal,Forward,181,1,0,33.9,24.4,6,1,4,1
Euro 2024,Dalot,Portugal,Defender,153,0,0,35.2,18.3,3,1,2,0
Euro 2024,Ruben Neves,Portugal,Midfielder,124,0,0,31.1,17.4,2,0,2,0
Euro 2024,Pedro Neto,Portugal,Forward,121,0,0,34.5,14.4,0,0,0,0
Euro 2024,Goncalo Inacio,Portugal,Defender,117,0,0,33.7,14.2,1,0,0,1
Euro 2024,Joao Felix,Portugal,Forward,105,0,0,31.1,13.5,4,1,2,1
Euro 2024,Diogo Jota,Portugal,Forward,97,0,0,32.9,14,2,1,1,0
Euro 2024,Nelson Semedo,Portugal,Defender,96,0,0,31,13.4,2,1,0,1
Euro 2024,Danilo,Portugal,Midfielder,90,0,0,34.4,9.7,1,0,1,0
Euro 2024,Joao Neves,Portugal,Midfielder,77,0,0,30.9,10.4,1,0,0,1
Euro 2024,Antonio Silva,Portugal,Defender,73,0,0,32,8.6,1,0,1,0
Euro 2024,Goncalo Ramos,Portugal,Forward,24,0,0,30.4,3,1,0,0,1
Euro 2024,Matheus Nunes,Portugal,Midfielder,16,0,0,33.3,2.9,1,0,1,0
Euro 2024,Dragusin,Romania,Defender,360,0,0,33.6,38.4,2,1,0,1
Euro 2024,Burca,Romania,Defender,360,0,0,31.9,39.7,1,0,1,0
Euro 2024,Nita,Romania,Goalkeeper,360,0,0,26.2,22.9,0,0,0,0
Euro 2024,Ratiu,Romania,Defender,359,0,0,34.7,41,3,3,0,0
Euro 2024,R. Marin,Romania,Midfielder,356,2,0,32.4,43.3,6,3,3,0
Euro 2024,Stanciu,Romania,Midfielder,355,1,0,30.1,45.4,5,2,2,1
Euro 2024,M. Marin,Romania,Midfielder,305,0,0,33.7,36.3,0,0,0,0
Euro 2024,Dragus,Romania,Forward,294,1,0,34.5,35.1,5,2,2,1
Euro 2024,Bancu,Romania,Defender,270,0,0,32.2,30.6,0,0,0,0
Euro 2024,Man,Romania,Forward,266,0,2,33.6,29.4,6,3,2,1
Euro 2024,Hagi,Romania,Midfielder,188,0,0,29.7,21.8,2,0,2,0
Euro 2024,Coman,Romania,Forward,120,0,0,32,12.9,2,1,1,0
Euro 2024,Milhaila,Romania,Forward,114,0,0,35.8,14.4,4,0,3,1
